"RESPONSE","PREDICTOR","RESPONSEVAL","PREDICTORVAL","N"
"IA_2","FS_1","3","1",1
"IA_2","FS_1","4","4",13
"IA_2","FS_1","2","3",2
"IA_2","FS_1","5","6",4
"IA_2","FS_1","5","3",8
"IA_2","FS_1","6","2",6
"IA_2","FS_1","6","7",14
"IA_2","FS_1","1","1",2
"IA_2","FS_1","7","5",9
"IA_2","FS_1","5","7",5
"IA_2","FS_1","3","2",5
"IA_2","FS_1","4","6",4
"IA_2","FS_1","1","4",1
"IA_2","FS_1","7","2",3
"IA_2","FS_1","5","2",5
"IA_2","FS_1","2","2",4
"IA_2","FS_1","3","7",2
"IA_2","FS_1","4","2",6
"IA_2","FS_1","1","3",1
"IA_2","FS_1","4","3",8
"IA_2","FS_1","3","3",5
"IA_2","FS_1","3","5",2
"IA_2","FS_1","3","4",3
"IA_2","FS_1","7","1",2
"IA_2","FS_1","2","1",2
"IA_2","FS_1","5","1",1
"IA_2","FS_1","1","2",1
"IA_2","FS_1","7","3",1
"IA_2","FS_1","3","6",1
"IA_2","FS_1","4","1",1
"IA_3","FS_1","7","6",32
"IA_3","FS_1","4","5",9
"IA_3","FS_1","7","4",12
"IA_3","FS_1","7","7",19
"IA_3","FS_1","6","4",33
"IA_3","FS_1","5","5",29
"IA_3","FS_1","5","6",6
"IA_3","FS_1","6","5",28
"IA_3","FS_1","5","4",25
"IA_3","FS_1","6","3",9
"IA_3","FS_1","3","1",1
"IA_3","FS_1","4","4",14
"IA_3","FS_1","3","3",5
"IA_3","FS_1","6","6",32
"IA_3","FS_1","5","3",12
"IA_3","FS_1","6","2",8
"IA_3","FS_1","1","1",1
"IA_3","FS_1","6","7",17
"IA_3","FS_1","5","7",5
"IA_3","FS_1","4","2",3
"IA_3","FS_1","1","4",1
"IA_3","FS_1","7","2",4
"IA_3","FS_1","2","5",2
"IA_3","FS_1","5","2",6
"IA_3","FS_1","7","5",10
"IA_3","FS_1","2","2",3
"IA_3","FS_1","1","5",1
"IA_3","FS_1","4","7",2
"IA_3","FS_1","1","3",1
"IA_3","FS_1","3","2",6
"IA_3","FS_1","3","5",2
"IA_3","FS_1","3","4",3
"IA_3","FS_1","2","3",1
"IA_3","FS_1","7","1",2
"IA_3","FS_1","4","3",4
"IA_3","FS_1","2","1",2
"IA_3","FS_1","5","1",2
"IA_3","FS_1","7","3",2
"IA_3","FS_1","4","6",3
"IA_3","FS_1","3","6",1
"IA_3","FS_1","2","4",1
"IA_3","FS_1","4","1",1
"IA_4","FS_1","7","6",26
"IA_4","FS_1","3","5",4
"IA_4","FS_1","7","4",10
"IA_4","FS_1","6","7",13
"IA_4","FS_1","6","4",27
"IA_4","FS_1","5","5",32
"IA_4","FS_1","6","6",40
"IA_4","FS_1","6","5",30
"IA_4","FS_1","5","4",27
"IA_4","FS_1","7","7",22
"IA_4","FS_1","4","5",5
"IA_4","FS_1","6","3",13
"IA_4","FS_1","3","1",1
"IA_4","FS_1","4","4",20
"IA_4","FS_1","2","3",4
"IA_4","FS_1","5","3",8
"IA_4","FS_1","6","2",5
"IA_4","FS_1","5","7",4
"IA_4","FS_1","1","1",2
"IA_4","FS_1","5","6",5
"IA_4","FS_1","7","5",9
"IA_4","FS_1","3","2",6
"IA_4","FS_1","1","4",1
"IA_4","FS_1","7","2",3
"IA_4","FS_1","5","2",9
"IA_4","FS_1","2","2",4
"IA_4","FS_1","1","5",1
"IA_4","FS_1","3","7",2
"IA_4","FS_1","2","4",2
"IA_4","FS_1","4","7",2
"IA_4","FS_1","1","3",1
"IA_4","FS_1","4","2",3
"IA_4","FS_1","3","3",3
"IA_4","FS_1","3","4",2
"IA_4","FS_1","7","3",1
"IA_4","FS_1","7","1",2
"IA_4","FS_1","2","1",2
"IA_4","FS_1","4","3",4
"IA_4","FS_1","5","1",1
"IA_4","FS_1","4","6",2
"IA_4","FS_1","3","6",1
"IA_4","FS_1","6","1",1
"IA_1","FS_2","6","5",33
"IA_1","FS_2","4","4",10
"IA_1","FS_2","7","4",15
"IA_1","FS_2","6","6",39
"IA_1","FS_2","6","4",15
"IA_1","FS_2","5","5",28
"IA_1","FS_2","6","2",5
"IA_1","FS_2","6","7",14
"IA_1","FS_2","7","7",31
"IA_1","FS_2","4","7",2
"IA_1","FS_2","6","3",17
"IA_1","FS_2","3","6",2
"IA_1","FS_2","5","3",13
"IA_1","FS_2","1","4",2
"IA_1","FS_2","4","2",5
"IA_1","FS_2","5","4",24
"IA_1","FS_2","4","6",6
"IA_1","FS_2","7","6",22
"IA_1","FS_2","7","3",2
"IA_1","FS_2","1","1",1
"IA_1","FS_2","7","5",11
"IA_1","FS_2","4","5",5
"IA_1","FS_2","5","6",12
"IA_1","FS_2","5","2",7
"IA_1","FS_2","4","3",5
"IA_1","FS_2","3","7",1
"IA_1","FS_2","2","1",4
"IA_1","FS_2","1","3",1
"IA_1","FS_2","2","4",1
"IA_1","FS_2","7","2",3
"IA_1","FS_2","1","5",1
"IA_1","FS_2","4","1",2
"IA_1","FS_2","3","2",1
"IA_1","FS_2","3","5",3
"IA_1","FS_2","6","1",2
"IA_1","FS_2","5","7",2
"IA_1","FS_2","7","1",2
"IA_1","FS_2","3","1",1
"IA_1","FS_2","2","2",2
"IA_1","FS_2","3","4",1
"IA_1","FS_2","5","1",2
"IA_1","FS_2","3","3",3
"IA_1","FS_2","2","5",2
"IA_2","FS_2","7","5",15
"IA_2","FS_2","2","4",4
"IA_2","FS_2","6","4",18
"IA_2","FS_2","7","6",21
"IA_2","FS_2","5","5",24
"IA_2","FS_2","7","2",3
"IA_2","FS_2","6","5",31
"IA_2","FS_2","5","7",4
"IA_2","FS_2","7","7",26
"IA_2","FS_2","4","4",13
"IA_2","FS_2","6","3",10
"IA_2","FS_2","5","3",21
"IA_2","FS_2","6","6",43
"IA_2","FS_2","7","4",10
"IA_2","FS_2","3","6",3
"IA_2","FS_2","2","2",3
"IA_2","FS_2","5","6",6
"IA_2","FS_2","5","4",18
"IA_2","FS_2","6","7",20
"IA_2","FS_2","1","1",2
"IA_2","FS_2","4","5",5
"IA_2","FS_2","3","2",4
"IA_2","FS_2","1","4",2
"IA_2","FS_2","5","2",3
"IA_2","FS_2","2","1",4
"IA_2","FS_2","2","3",2
"IA_2","FS_2","6","2",4
"IA_2","FS_2","2","6",1
"IA_2","FS_2","7","3",1
"IA_2","FS_2","1","5",1
"IA_2","FS_2","4","2",6
"IA_2","FS_2","5","1",2
"IA_2","FS_2","4","6",7
"IA_2","FS_2","3","5",4
"IA_2","FS_2","7","1",2
"IA_2","FS_2","4","1",3
"IA_2","FS_2","4","3",3
"IA_2","FS_2","2","5",3
"IA_2","FS_2","3","4",3
"IA_2","FS_2","3","3",4
"IA_2","FS_2","3","1",1
"IA_3","FS_2","7","5",12
"IA_3","FS_2","4","4",10
"IA_3","FS_2","7","4",10
"IA_3","FS_2","7","6",26
"IA_3","FS_2","6","4",22
"IA_3","FS_2","5","5",25
"IA_3","FS_2","6","2",7
"IA_3","FS_2","5","7",4
"IA_3","FS_2","7","7",27
"IA_3","FS_2","6","7",18
"IA_3","FS_2","5","4",21
"IA_3","FS_2","6","3",13
"IA_3","FS_2","6","6",34
"IA_3","FS_2","3","6",2
"IA_3","FS_2","5","3",17
"IA_3","FS_2","3","2",5
"IA_3","FS_2","5","6",11
"IA_3","FS_2","6","5",33
"IA_3","FS_2","7","3",2
"IA_3","FS_2","1","1",1
"IA_3","FS_2","4","2",4
"IA_3","FS_2","1","4",1
"IA_3","FS_2","2","4",1
"IA_3","FS_2","5","2",4
"IA_3","FS_2","4","3",4
"IA_3","FS_2","2","1",4
"IA_3","FS_2","1","3",1
"IA_3","FS_2","4","6",7
"IA_3","FS_2","2","6",1
"IA_3","FS_2","1","5",1
"IA_3","FS_2","4","5",8
"IA_3","FS_2","4","1",2
"IA_3","FS_2","3","4",3
"IA_3","FS_2","3","5",2
"IA_3","FS_2","5","1",3
"IA_3","FS_2","7","1",2
"IA_3","FS_2","3","3",4
"IA_3","FS_2","3","1",2
"IA_3","FS_2","7","2",2
"IA_3","FS_2","2","2",1
"IA_3","FS_2","2","5",2
"IA_3","FS_2","4","7",1
"IA_4","FS_2","7","5",11
"IA_4","FS_2","3","4",2
"IA_4","FS_2","7","4",12
"IA_4","FS_2","6","6",45
"IA_4","FS_2","6","4",18
"IA_4","FS_2","5","5",30
"IA_4","FS_2","6","2",5
"IA_4","FS_2","6","5",30
"IA_4","FS_2","5","7",7
"IA_4","FS_2","7","7",25
"IA_4","FS_2","4","4",14
"IA_4","FS_2","6","3",12
"IA_4","FS_2","3","6",3
"IA_4","FS_2","5","3",17
"IA_4","FS_2","2","2",3
"IA_4","FS_2","7","6",19
"IA_4","FS_2","5","4",18
"IA_4","FS_2","5","6",7
"IA_4","FS_2","7","3",2
"IA_4","FS_2","1","1",2
"IA_4","FS_2","6","7",17
"IA_4","FS_2","3","2",3
"IA_4","FS_2","1","4",1
"IA_4","FS_2","5","2",4
"IA_4","FS_2","4","3",4
"IA_4","FS_2","2","1",4
"IA_4","FS_2","1","3",1
"IA_4","FS_2","2","4",3
"IA_4","FS_2","1","5",1
"IA_4","FS_2","4","2",6
"IA_4","FS_2","5","1",3
"IA_4","FS_2","4","6",7
"IA_4","FS_2","3","5",5
"IA_4","FS_2","7","1",2
"IA_4","FS_2","4","5",4
"IA_4","FS_2","3","3",5
"IA_4","FS_2","3","1",1
"IA_4","FS_2","7","2",2
"IA_4","FS_2","4","7",1
"IA_4","FS_2","2","5",2
"IA_4","FS_2","6","1",2
"IA_1","FS_3","6","6",34
"IA_1","FS_3","4","4",7
"IA_1","FS_3","7","4",12
"IA_1","FS_3","6","3",13
"IA_1","FS_3","5","4",16
"IA_1","FS_3","5","5",20
"IA_1","FS_3","6","4",26
"IA_1","FS_3","7","7",21
"IA_1","FS_3","7","5",11
"IA_1","FS_3","4","6",5
"IA_1","FS_3","3","7",1
"IA_1","FS_3","4","1",4
"IA_1","FS_3","5","3",17
"IA_1","FS_3","1","7",1
"IA_1","FS_3","4","2",9
"IA_1","FS_3","6","5",23
"IA_1","FS_3","7","6",24
"IA_1","FS_3","7","1",4
"IA_1","FS_3","1","1",1
"IA_1","FS_3","6","1",6
"IA_1","FS_3","6","2",11
"IA_1","FS_3","5","1",9
"IA_1","FS_3","6","7",12
"IA_1","FS_3","5","6",10
"IA_1","FS_3","1","3",2
"IA_1","FS_3","7","2",6
"IA_1","FS_3","5","2",15
"IA_1","FS_3","3","2",4
"IA_1","FS_3","2","1",5
"IA_1","FS_3","1","5",1
"IA_1","FS_3","2","4",2
"IA_1","FS_3","7","3",8
"IA_1","FS_3","4","5",2
"IA_1","FS_3","3","1",2
"IA_1","FS_3","3","4",3
"IA_1","FS_3","3","5",1
"IA_1","FS_3","4","3",7
"IA_1","FS_3","5","7",1
"IA_1","FS_3","2","6",1
"IA_1","FS_3","3","3",1
"IA_1","FS_3","4","7",1
"IA_1","FS_3","2","2",1
"IA_2","FS_3","7","6",26
"IA_2","FS_3","2","4",4
"IA_2","FS_3","6","4",26
"IA_2","FS_3","7","3",9
"IA_2","FS_3","2","3",4
"IA_2","FS_3","5","4",20
"IA_2","FS_3","6","5",27
"IA_2","FS_3","7","7",16
"IA_2","FS_3","7","5",9
"IA_2","FS_3","7","4",10
"IA_2","FS_3","4","6",6
"IA_2","FS_3","6","3",12
"IA_2","FS_3","5","3",13
"IA_2","FS_3","3","7",3
"IA_2","FS_3","4","1",7
"IA_2","FS_3","4","7",2
"IA_2","FS_3","2","2",2
"IA_2","FS_3","5","5",17
"IA_2","FS_3","6","1",2
"IA_2","FS_3","6","6",34
"IA_2","FS_3","1","1",2
"IA_2","FS_3","5","2",14
"IA_2","FS_3","7","1",4
"IA_2","FS_3","5","1",7
"IA_2","FS_3","6","7",16
"IA_2","FS_3","6","2",9
"IA_2","FS_3","3","1",4
"IA_2","FS_3","1","3",2
"IA_2","FS_3","7","2",4
"IA_2","FS_3","4","4",3
"IA_2","FS_3","2","1",5
"IA_2","FS_3","2","5",1
"IA_2","FS_3","3","5",2
"IA_2","FS_3","4","3",6
"IA_2","FS_3","5","6",7
"IA_2","FS_3","4","5",2
"IA_2","FS_3","4","2",11
"IA_2","FS_3","3","4",3
"IA_2","FS_3","3","2",5
"IA_2","FS_3","1","2",1
"IA_2","FS_3","2","6",1
"IA_2","FS_3","3","3",2
"IA_3","FS_3","7","6",24
"IA_3","FS_3","4","4",8
"IA_3","FS_3","7","4",8
"IA_3","FS_3","7","3",5
"IA_3","FS_3","6","3",12
"IA_3","FS_3","5","4",14
"IA_3","FS_3","5","5",18
"IA_3","FS_3","6","4",32
"IA_3","FS_3","7","7",23
"IA_3","FS_3","7","5",11
"IA_3","FS_3","5","6",11
"IA_3","FS_3","3","7",1
"IA_3","FS_3","4","1",3
"IA_3","FS_3","5","3",20
"IA_3","FS_3","4","7",3
"IA_3","FS_3","3","2",9
"IA_3","FS_3","6","5",23
"IA_3","FS_3","6","6",34
"IA_3","FS_3","7","1",4
"IA_3","FS_3","1","1",1
"IA_3","FS_3","6","1",6
"IA_3","FS_3","6","2",11
"IA_3","FS_3","5","1",9
"IA_3","FS_3","6","7",9
"IA_3","FS_3","1","3",2
"IA_3","FS_3","7","2",6
"IA_3","FS_3","2","3",2
"IA_3","FS_3","5","2",12
"IA_3","FS_3","4","2",8
"IA_3","FS_3","2","1",5
"IA_3","FS_3","1","5",1
"IA_3","FS_3","4","5",4
"IA_3","FS_3","4","6",4
"IA_3","FS_3","5","7",1
"IA_3","FS_3","3","1",3
"IA_3","FS_3","3","4",3
"IA_3","FS_3","3","5",1
"IA_3","FS_3","3","3",1
"IA_3","FS_3","4","3",6
"IA_3","FS_3","2","4",1
"IA_3","FS_3","2","6",1
"IA_4","FS_3","7","6",23
"IA_4","FS_3","3","4",5
"IA_4","FS_3","7","4",9
"IA_4","FS_3","6","3",16
"IA_4","FS_3","5","4",16
"IA_4","FS_3","6","5",28
"IA_4","FS_3","6","4",29
"IA_4","FS_3","7","7",19
"IA_4","FS_3","7","5",8
"IA_4","FS_3","4","6",6
"IA_4","FS_3","3","7",1
"IA_4","FS_3","4","1",5
"IA_4","FS_3","5","3",16
"IA_4","FS_3","6","7",12
"IA_4","FS_3","2","2",2
"IA_4","FS_3","5","5",16
"IA_4","FS_3","7","1",4
"IA_4","FS_3","5","6",9
"IA_4","FS_3","1","1",2
"IA_4","FS_3","5","1",8
"IA_4","FS_3","5","2",17
"IA_4","FS_3","6","6",34
"IA_4","FS_3","5","7",4
"IA_4","FS_3","6","2",6
"IA_4","FS_3","3","1",2
"IA_4","FS_3","1","3",2
"IA_4","FS_3","7","2",5
"IA_4","FS_3","4","2",10
"IA_4","FS_3","4","4",5
"IA_4","FS_3","2","1",6
"IA_4","FS_3","1","5",1
"IA_4","FS_3","3","5",2
"IA_4","FS_3","2","4",2
"IA_4","FS_3","7","3",5
"IA_4","FS_3","4","5",3
"IA_4","FS_3","3","2",6
"IA_4","FS_3","6","1",4
"IA_4","FS_3","4","3",6
"IA_4","FS_3","3","3",3
"IA_4","FS_3","2","6",2
"IA_4","FS_3","4","7",1
"IA_1","CP_1","6","6",53
"IA_1","CP_1","4","5",11
"IA_1","CP_1","7","6",25
"IA_1","CP_1","6","3",10
"IA_1","CP_1","5","4",18
"IA_1","CP_1","5","5",31
"IA_1","CP_1","6","5",30
"IA_1","CP_1","7","7",29
"IA_1","CP_1","7","5",15
"IA_1","CP_1","6","2",4
"IA_1","CP_1","7","4",9
"IA_1","CP_1","3","5",4
"IA_1","CP_1","4","3",8
"IA_1","CP_1","1","7",2
"IA_1","CP_1","5","3",15
"IA_1","CP_1","6","4",20
"IA_1","CP_1","4","4",10
"IA_1","CP_1","7","3",4
"IA_1","CP_1","1","5",1
"IA_1","CP_1","7","2",1
"IA_1","CP_1","6","7",8
"IA_1","CP_1","5","6",10
"IA_1","CP_1","4","2",2
"IA_1","CP_1","5","2",7
"IA_1","CP_1","3","6",1
"IA_1","CP_1","2","4",1
"IA_1","CP_1","1","2",1
"IA_1","CP_1","2","2",4
"IA_1","CP_1","1","1",1
"IA_1","CP_1","5","7",6
"IA_1","CP_1","3","2",2
"IA_1","CP_1","3","4",2
"IA_1","CP_1","2","3",1
"IA_1","CP_1","7","1",3
"IA_1","CP_1","4","6",2
"IA_1","CP_1","4","1",2
"IA_1","CP_1","2","1",2
"IA_1","CP_1","3","3",3
"IA_1","CP_1","5","1",1
"IA_1","CP_1","2","6",1
"IA_2","CP_1","7","6",26
"IA_2","CP_1","2","5",1
"IA_2","CP_1","6","6",53
"IA_2","CP_1","2","3",5
"IA_2","CP_1","5","4",21
"IA_2","CP_1","6","5",33
"IA_2","CP_1","6","3",11
"IA_2","CP_1","5","5",30
"IA_2","CP_1","7","7",22
"IA_2","CP_1","7","5",13
"IA_2","CP_1","4","5",7
"IA_2","CP_1","6","2",3
"IA_2","CP_1","5","6",11
"IA_2","CP_1","7","4",12
"IA_2","CP_1","3","5",7
"IA_2","CP_1","4","3",9
"IA_2","CP_1","4","7",3
"IA_2","CP_1","5","3",11
"IA_2","CP_1","6","4",10
"IA_2","CP_1","7","3",1
"IA_2","CP_1","1","5",1
"IA_2","CP_1","4","4",13
"IA_2","CP_1","6","7",16
"IA_2","CP_1","7","2",1
"IA_2","CP_1","3","2",5
"IA_2","CP_1","1","7",1
"IA_2","CP_1","2","2",6
"IA_2","CP_1","2","4",2
"IA_2","CP_1","1","1",3
"IA_2","CP_1","3","4",2
"IA_2","CP_1","4","2",3
"IA_2","CP_1","7","1",3
"IA_2","CP_1","5","2",3
"IA_2","CP_1","4","1",1
"IA_2","CP_1","2","1",2
"IA_2","CP_1","3","3",4
"IA_2","CP_1","5","7",2
"IA_2","CP_1","4","6",1
"IA_2","CP_1","2","6",1
"IA_2","CP_1","3","7",1
"IA_3","CP_1","7","6",27
"IA_3","CP_1","4","5",13
"IA_3","CP_1","6","3",8
"IA_3","CP_1","5","4",22
"IA_3","CP_1","6","6",53
"IA_3","CP_1","5","5",28
"IA_3","CP_1","7","7",25
"IA_3","CP_1","7","5",13
"IA_3","CP_1","6","5",33
"IA_3","CP_1","6","2",4
"IA_3","CP_1","7","4",8
"IA_3","CP_1","3","5",4
"IA_3","CP_1","4","3",6
"IA_3","CP_1","4","7",3
"IA_3","CP_1","3","3",7
"IA_3","CP_1","5","6",9
"IA_3","CP_1","5","3",15
"IA_3","CP_1","6","4",18
"IA_3","CP_1","7","3",3
"IA_3","CP_1","1","5",1
"IA_3","CP_1","6","7",11
"IA_3","CP_1","7","2",2
"IA_3","CP_1","4","2",2
"IA_3","CP_1","1","7",1
"IA_3","CP_1","2","2",3
"IA_3","CP_1","4","4",9
"IA_3","CP_1","2","4",1
"IA_3","CP_1","1","2",1
"IA_3","CP_1","2","3",2
"IA_3","CP_1","4","6",2
"IA_3","CP_1","1","1",1
"IA_3","CP_1","5","7",5
"IA_3","CP_1","3","2",4
"IA_3","CP_1","3","4",2
"IA_3","CP_1","7","1",3
"IA_3","CP_1","5","2",5
"IA_3","CP_1","4","1",1
"IA_3","CP_1","2","1",2
"IA_3","CP_1","3","1",1
"IA_3","CP_1","5","1",1
"IA_3","CP_1","2","6",1
"IA_4","CP_1","7","6",26
"IA_4","CP_1","3","5",6
"IA_4","CP_1","6","6",51
"IA_4","CP_1","6","3",13
"IA_4","CP_1","5","4",23
"IA_4","CP_1","6","5",29
"IA_4","CP_1","5","5",32
"IA_4","CP_1","7","7",22
"IA_4","CP_1","7","5",12
"IA_4","CP_1","4","5",12
"IA_4","CP_1","6","2",6
"IA_4","CP_1","7","4",6
"IA_4","CP_1","4","3",10
"IA_4","CP_1","6","7",14
"IA_4","CP_1","2","3",2
"IA_4","CP_1","5","3",9
"IA_4","CP_1","6","4",16
"IA_4","CP_1","1","5",1
"IA_4","CP_1","7","2",2
"IA_4","CP_1","5","6",12
"IA_4","CP_1","3","2",4
"IA_4","CP_1","1","7",1
"IA_4","CP_1","5","2",3
"IA_4","CP_1","4","4",10
"IA_4","CP_1","2","4",1
"IA_4","CP_1","1","2",1
"IA_4","CP_1","2","2",4
"IA_4","CP_1","7","3",2
"IA_4","CP_1","1","1",2
"IA_4","CP_1","5","7",7
"IA_4","CP_1","3","3",5
"IA_4","CP_1","3","4",4
"IA_4","CP_1","7","1",3
"IA_4","CP_1","4","7",1
"IA_4","CP_1","4","1",1
"IA_4","CP_1","4","2",1
"IA_4","CP_1","2","1",3
"IA_4","CP_1","4","6",1
"IA_4","CP_1","2","6",2
"IA_1","CP_2","6","7",24
"IA_1","CP_2","4","4",11
"IA_1","CP_2","7","7",30
"IA_1","CP_2","6","6",45
"IA_1","CP_2","6","5",40
"IA_1","CP_2","5","5",31
"IA_1","CP_2","5","6",22
"IA_1","CP_2","4","5",8
"IA_1","CP_2","3","5",4
"IA_1","CP_2","1","5",1
"IA_1","CP_2","6","2",2
"IA_1","CP_2","5","4",23
"IA_1","CP_2","7","2",2
"IA_1","CP_2","7","5",13
"IA_1","CP_2","1","7",2
"IA_1","CP_2","6","3",4
"IA_1","CP_2","7","6",29
"IA_1","CP_2","7","4",11
"IA_1","CP_2","4","6",4
"IA_1","CP_2","4","2",4
"IA_1","CP_2","5","2",4
"IA_1","CP_2","5","3",6
"IA_1","CP_2","3","7",1
"IA_1","CP_2","2","2",5
"IA_1","CP_2","1","6",1
"IA_1","CP_2","2","4",1
"IA_1","CP_2","5","1",1
"IA_1","CP_2","1","1",1
"IA_1","CP_2","6","4",10
"IA_1","CP_2","3","3",3
"IA_1","CP_2","3","6",2
"IA_1","CP_2","4","3",4
"IA_1","CP_2","7","1",1
"IA_1","CP_2","2","3",1
"IA_1","CP_2","2","1",1
"IA_1","CP_2","4","1",2
"IA_1","CP_2","5","7",1
"IA_1","CP_2","3","4",2
"IA_1","CP_2","4","7",2
"IA_1","CP_2","2","6",1
"IA_2","CP_2","7","7",31
"IA_2","CP_2","2","4",5
"IA_2","CP_2","6","7",21
"IA_2","CP_2","7","6",26
"IA_2","CP_2","2","5",1
"IA_2","CP_2","5","5",35
"IA_2","CP_2","6","6",48
"IA_2","CP_2","5","6",16
"IA_2","CP_2","7","4",10
"IA_2","CP_2","4","5",9
"IA_2","CP_2","6","5",40
"IA_2","CP_2","3","5",5
"IA_2","CP_2","4","4",8
"IA_2","CP_2","6","2",1
"IA_2","CP_2","5","7",4
"IA_2","CP_2","5","4",16
"IA_2","CP_2","7","2",2
"IA_2","CP_2","1","7",2
"IA_2","CP_2","4","6",10
"IA_2","CP_2","7","3",1
"IA_2","CP_2","6","4",13
"IA_2","CP_2","7","5",7
"IA_2","CP_2","3","2",3
"IA_2","CP_2","2","2",6
"IA_2","CP_2","5","3",4
"IA_2","CP_2","6","3",3
"IA_2","CP_2","2","6",2
"IA_2","CP_2","3","4",6
"IA_2","CP_2","5","1",2
"IA_2","CP_2","4","3",5
"IA_2","CP_2","1","1",2
"IA_2","CP_2","4","2",3
"IA_2","CP_2","3","3",3
"IA_2","CP_2","3","6",2
"IA_2","CP_2","2","3",2
"IA_2","CP_2","7","1",1
"IA_2","CP_2","5","2",1
"IA_2","CP_2","2","1",1
"IA_2","CP_2","1","2",1
"IA_2","CP_2","4","7",2
"IA_3","CP_2","7","7",31
"IA_3","CP_2","4","4",14
"IA_3","CP_2","7","6",24
"IA_3","CP_2","6","5",35
"IA_3","CP_2","5","5",34
"IA_3","CP_2","6","7",21
"IA_3","CP_2","5","6",17
"IA_3","CP_2","6","4",12
"IA_3","CP_2","6","6",52
"IA_3","CP_2","3","5",4
"IA_3","CP_2","4","5",8
"IA_3","CP_2","3","4",4
"IA_3","CP_2","6","2",2
"IA_3","CP_2","5","7",4
"IA_3","CP_2","5","4",20
"IA_3","CP_2","7","2",2
"IA_3","CP_2","7","5",16
"IA_3","CP_2","1","7",2
"IA_3","CP_2","6","3",5
"IA_3","CP_2","7","4",7
"IA_3","CP_2","4","2",3
"IA_3","CP_2","2","2",5
"IA_3","CP_2","5","3",6
"IA_3","CP_2","1","6",1
"IA_3","CP_2","5","1",2
"IA_3","CP_2","2","4",1
"IA_3","CP_2","1","1",1
"IA_3","CP_2","4","6",7
"IA_3","CP_2","3","2",3
"IA_3","CP_2","3","3",4
"IA_3","CP_2","3","6",2
"IA_3","CP_2","7","1",1
"IA_3","CP_2","2","3",1
"IA_3","CP_2","5","2",2
"IA_3","CP_2","4","3",2
"IA_3","CP_2","2","1",1
"IA_3","CP_2","3","1",1
"IA_3","CP_2","4","7",2
"IA_3","CP_2","2","6",1
"IA_4","CP_2","7","7",31
"IA_4","CP_2","3","4",7
"IA_4","CP_2","6","6",53
"IA_4","CP_2","6","5",37
"IA_4","CP_2","5","5",35
"IA_4","CP_2","6","7",19
"IA_4","CP_2","5","6",18
"IA_4","CP_2","5","4",16
"IA_4","CP_2","4","5",11
"IA_4","CP_2","3","5",3
"IA_4","CP_2","4","4",10
"IA_4","CP_2","2","4",2
"IA_4","CP_2","6","2",4
"IA_4","CP_2","7","5",11
"IA_4","CP_2","5","7",6
"IA_4","CP_2","1","7",2
"IA_4","CP_2","5","3",7
"IA_4","CP_2","7","6",20
"IA_4","CP_2","7","4",10
"IA_4","CP_2","3","2",3
"IA_4","CP_2","5","2",3
"IA_4","CP_2","6","3",3
"IA_4","CP_2","2","2",4
"IA_4","CP_2","1","6",1
"IA_4","CP_2","5","1",1
"IA_4","CP_2","4","6",8
"IA_4","CP_2","1","1",1
"IA_4","CP_2","6","4",13
"IA_4","CP_2","2","3",2
"IA_4","CP_2","3","3",4
"IA_4","CP_2","3","6",2
"IA_4","CP_2","4","7",2
"IA_4","CP_2","7","1",1
"IA_4","CP_2","4","2",2
"IA_4","CP_2","4","3",2
"IA_4","CP_2","2","1",2
"IA_4","CP_2","4","1",1
"IA_4","CP_2","1","2",1
"IA_4","CP_2","2","6",2
"IA_1","CP_3","6","7",20
"IA_1","CP_3","4","5",7
"IA_1","CP_3","7","6",22
"IA_1","CP_3","6","6",44
"IA_1","CP_3","6","4",16
"IA_1","CP_3","5","3",10
"IA_1","CP_3","5","6",12
"IA_1","CP_3","7","7",34
"IA_1","CP_3","4","3",8
"IA_1","CP_3","6","5",39
"IA_1","CP_3","7","5",21
"IA_1","CP_3","3","1",1
"IA_1","CP_3","5","5",27
"IA_1","CP_3","1","3",1
"IA_1","CP_3","4","4",12
"IA_1","CP_3","5","4",21
"IA_1","CP_3","6","2",4
"IA_1","CP_3","7","2",1
"IA_1","CP_3","1","7",2
"IA_1","CP_3","7","4",6
"IA_1","CP_3","5","7",8
"IA_1","CP_3","6","3",2
"IA_1","CP_3","4","1",3
"IA_1","CP_3","5","1",4
"IA_1","CP_3","3","6",3
"IA_1","CP_3","2","5",1
"IA_1","CP_3","1","2",1
"IA_1","CP_3","2","2",1
"IA_1","CP_3","1","1",1
"IA_1","CP_3","3","3",5
"IA_1","CP_3","7","3",1
"IA_1","CP_3","5","2",6
"IA_1","CP_3","3","5",2
"IA_1","CP_3","2","1",4
"IA_1","CP_3","4","6",2
"IA_1","CP_3","2","3",2
"IA_1","CP_3","4","2",3
"IA_1","CP_3","7","1",1
"IA_1","CP_3","2","6",1
"IA_1","CP_3","3","4",1
"IA_2","CP_3","7","7",30
"IA_2","CP_3","2","5",2
"IA_2","CP_3","6","6",45
"IA_2","CP_3","7","6",24
"IA_2","CP_3","2","4",4
"IA_2","CP_3","5","3",7
"IA_2","CP_3","5","6",9
"IA_2","CP_3","7","5",14
"IA_2","CP_3","4","3",11
"IA_2","CP_3","5","5",29
"IA_2","CP_3","6","5",42
"IA_2","CP_3","3","1",2
"IA_2","CP_3","6","4",10
"IA_2","CP_3","5","4",21
"IA_2","CP_3","6","2",4
"IA_2","CP_3","7","2",1
