"RESPONSE","PREDICTOR","RESPONSEVAL","PREDICTORVAL","N"
"IA_1","PU_1","6","6",64
"IA_1","PU_1","4","5",14
"IA_1","PU_1","7","7",47
"IA_1","PU_1","6","7",40
"IA_1","PU_1","5","5",40
"IA_1","PU_1","6","5",18
"IA_1","PU_1","3","5",3
"IA_1","PU_1","4","4",8
"IA_1","PU_1","5","6",27
"IA_1","PU_1","1","4",1
"IA_1","PU_1","5","4",12
"IA_1","PU_1","7","5",8
"IA_1","PU_1","1","7",2
"IA_1","PU_1","6","4",3
"IA_1","PU_1","5","7",6
"IA_1","PU_1","7","4",3
"IA_1","PU_1","7","6",26
"IA_1","PU_1","3","7",1
"IA_1","PU_1","2","6",2
"IA_1","PU_1","1","2",2
"IA_1","PU_1","2","3",2
"IA_1","PU_1","4","7",5
"IA_1","PU_1","3","4",5
"IA_1","PU_1","3","6",3
"IA_1","PU_1","5","3",3
"IA_1","PU_1","2","2",3
"IA_1","PU_1","4","3",1
"IA_1","PU_1","4","6",7
"IA_1","PU_1","2","5",2
"IA_1","PU_1","7","3",1
"IA_1","PU_1","7","2",1
"IA_2","PU_1","7","6",27
"IA_2","PU_1","2","5",7
"IA_2","PU_1","6","7",42
"IA_2","PU_1","7","7",42
"IA_2","PU_1","2","7",1
"IA_2","PU_1","5","5",33
"IA_2","PU_1","7","5",6
"IA_2","PU_1","6","5",20
"IA_2","PU_1","4","5",11
"IA_2","PU_1","6","6",60
"IA_2","PU_1","5","6",25
"IA_2","PU_1","3","5",7
"IA_2","PU_1","4","4",10
"IA_2","PU_1","5","4",11
"IA_2","PU_1","1","7",2
"IA_2","PU_1","4","6",9
"IA_2","PU_1","7","4",2
"IA_2","PU_1","5","7",9
"IA_2","PU_1","6","4",3
"IA_2","PU_1","2","6",2
"IA_2","PU_1","2","2",4
"IA_2","PU_1","3","6",5
"IA_2","PU_1","2","3",2
"IA_2","PU_1","1","2",1
"IA_2","PU_1","4","7",4
"IA_2","PU_1","3","4",5
"IA_2","PU_1","4","3",3
"IA_2","PU_1","2","4",1
"IA_2","PU_1","1","6",1
"IA_2","PU_1","1","5",1
"IA_2","PU_1","7","3",1
"IA_2","PU_1","3","2",1
"IA_2","PU_1","3","7",1
"IA_2","PU_1","6","3",1
"IA_3","PU_1","7","6",22
"IA_3","PU_1","4","5",10
"IA_3","PU_1","7","7",49
"IA_3","PU_1","6","7",39
"IA_3","PU_1","5","5",39
"IA_3","PU_1","6","5",18
"IA_3","PU_1","6","6",66
"IA_3","PU_1","3","5",6
"IA_3","PU_1","4","4",10
"IA_3","PU_1","5","6",27
"IA_3","PU_1","5","4",13
"IA_3","PU_1","7","5",8
"IA_3","PU_1","1","7",2
"IA_3","PU_1","6","4",3
"IA_3","PU_1","5","7",4
"IA_3","PU_1","7","4",1
"IA_3","PU_1","2","5",4
"IA_3","PU_1","2","6",2
"IA_3","PU_1","1","2",2
"IA_3","PU_1","4","6",7
"IA_3","PU_1","4","3",3
"IA_3","PU_1","4","7",6
"IA_3","PU_1","3","4",5
"IA_3","PU_1","3","6",5
"IA_3","PU_1","2","2",2
"IA_3","PU_1","5","3",2
"IA_3","PU_1","2","3",1
"IA_3","PU_1","6","3",1
"IA_3","PU_1","7","2",1
"IA_3","PU_1","3","7",1
"IA_3","PU_1","3","2",1
"IA_4","PU_1","7","6",21
"IA_4","PU_1","3","5",9
"IA_4","PU_1","7","7",43
"IA_4","PU_1","6","7",41
"IA_4","PU_1","5","5",40
"IA_4","PU_1","6","5",18
"IA_4","PU_1","4","5",9
"IA_4","PU_1","6","6",66
"IA_4","PU_1","4","4",8
"IA_4","PU_1","5","6",23
"IA_4","PU_1","6","4",4
"IA_4","PU_1","2","5",3
"IA_4","PU_1","5","4",11
"IA_4","PU_1","7","5",5
"IA_4","PU_1","5","7",11
"IA_4","PU_1","1","7",2
"IA_4","PU_1","7","4",3
"IA_4","PU_1","2","6",3
"IA_4","PU_1","4","6",12
"IA_4","PU_1","1","2",2
"IA_4","PU_1","3","6",4
"IA_4","PU_1","2","3",3
"IA_4","PU_1","4","7",4
"IA_4","PU_1","3","4",5
"IA_4","PU_1","2","4",1
"IA_4","PU_1","4","3",3
"IA_4","PU_1","2","2",2
"IA_4","PU_1","1","5",1
"IA_4","PU_1","7","3",1
"IA_4","PU_1","5","2",1
"IA_4","PU_1","3","2",1
"IA_1","PU_2","6","6",72
"IA_1","PU_2","4","4",13
"IA_1","PU_2","7","7",43
"IA_1","PU_2","6","5",15
"IA_1","PU_2","5","4",13
"IA_1","PU_2","5","6",26
"IA_1","PU_2","6","7",33
"IA_1","PU_2","4","6",10
"IA_1","PU_2","3","5",4
"IA_1","PU_2","4","5",7
"IA_1","PU_2","5","5",40
"IA_1","PU_2","1","5",1
"IA_1","PU_2","4","3",2
"IA_1","PU_2","7","6",31
"IA_1","PU_2","1","7",2
"IA_1","PU_2","6","4",4
"IA_1","PU_2","5","7",5
"IA_1","PU_2","7","5",6
"IA_1","PU_2","4","7",3
"IA_1","PU_2","7","4",5
"IA_1","PU_2","5","3",3
"IA_1","PU_2","3","7",1
"IA_1","PU_2","2","6",2
"IA_1","PU_2","1","2",1
"IA_1","PU_2","2","5",3
"IA_1","PU_2","1","1",1
"IA_1","PU_2","3","3",2
"IA_1","PU_2","5","2",1
"IA_1","PU_2","3","4",3
"IA_1","PU_2","2","2",3
"IA_1","PU_2","2","3",1
"IA_1","PU_2","3","6",2
"IA_1","PU_2","7","3",1
"IA_1","PU_2","6","3",1
"IA_2","PU_2","7","6",26
"IA_2","PU_2","2","4",2
"IA_2","PU_2","6","7",32
"IA_2","PU_2","7","5",6
"IA_2","PU_2","2","6",5
"IA_2","PU_2","5","4",10
"IA_2","PU_2","6","6",73
"IA_2","PU_2","5","5",38
"IA_2","PU_2","7","7",40
"IA_2","PU_2","4","4",11
"IA_2","PU_2","3","5",5
"IA_2","PU_2","4","5",8
"IA_2","PU_2","2","3",2
"IA_2","PU_2","6","5",14
"IA_2","PU_2","5","6",23
"IA_2","PU_2","1","7",2
"IA_2","PU_2","4","6",11
"IA_2","PU_2","6","4",5
"IA_2","PU_2","5","7",6
"IA_2","PU_2","3","7",3
"IA_2","PU_2","7","4",6
"IA_2","PU_2","6","3",2
"IA_2","PU_2","2","2",4
"IA_2","PU_2","3","6",4
"IA_2","PU_2","2","5",4
"IA_2","PU_2","1","1",1
"IA_2","PU_2","4","7",4
"IA_2","PU_2","3","3",3
"IA_2","PU_2","4","2",1
"IA_2","PU_2","4","3",2
"IA_2","PU_2","1","5",1
"IA_2","PU_2","1","6",1
"IA_2","PU_2","3","4",4
"IA_2","PU_2","5","3",1
"IA_3","PU_2","7","6",30
"IA_3","PU_2","4","4",10
"IA_3","PU_2","7","7",42
"IA_3","PU_2","7","5",6
"IA_3","PU_2","6","6",71
"IA_3","PU_2","5","4",16
"IA_3","PU_2","6","5",17
"IA_3","PU_2","5","6",25
"IA_3","PU_2","6","7",34
"IA_3","PU_2","5","5",35
"IA_3","PU_2","3","5",6
"IA_3","PU_2","4","5",10
"IA_3","PU_2","3","3",2
"IA_3","PU_2","1","7",2
"IA_3","PU_2","6","4",5
"IA_3","PU_2","5","7",5
"IA_3","PU_2","4","7",3
"IA_3","PU_2","7","4",2
"IA_3","PU_2","2","6",4
"IA_3","PU_2","5","3",4
"IA_3","PU_2","1","2",1
"IA_3","PU_2","4","6",10
"IA_3","PU_2","1","1",1
"IA_3","PU_2","3","4",5
"IA_3","PU_2","3","6",3
"IA_3","PU_2","4","2",1
"IA_3","PU_2","2","2",2
"IA_3","PU_2","4","3",2
"IA_3","PU_2","2","3",1
"IA_3","PU_2","2","5",2
"IA_3","PU_2","7","3",1
"IA_3","PU_2","3","7",1
"IA_3","PU_2","3","2",1
"IA_4","PU_2","7","6",22
"IA_4","PU_2","3","4",7
"IA_4","PU_2","7","7",44
"IA_4","PU_2","6","5",17
"IA_4","PU_2","6","6",74
"IA_4","PU_2","5","4",13
"IA_4","PU_2","6","7",31
"IA_4","PU_2","5","5",35
"IA_4","PU_2","5","6",28
"IA_4","PU_2","4","4",10
"IA_4","PU_2","3","5",6
"IA_4","PU_2","4","5",9
"IA_4","PU_2","2","3",4
"IA_4","PU_2","1","7",2
"IA_4","PU_2","5","7",7
"IA_4","PU_2","6","4",6
"IA_4","PU_2","7","5",5
"IA_4","PU_2","3","7",1
"IA_4","PU_2","7","4",2
"IA_4","PU_2","5","3",3
"IA_4","PU_2","2","6",2
"IA_4","PU_2","1","2",1
"IA_4","PU_2","3","6",3
"IA_4","PU_2","2","5",4
"IA_4","PU_2","1","1",1
"IA_4","PU_2","4","7",2
"IA_4","PU_2","4","6",13
"IA_4","PU_2","4","2",1
"IA_4","PU_2","2","2",2
"IA_4","PU_2","4","3",1
"IA_4","PU_2","1","6",1
"IA_4","PU_2","3","3",1
"IA_4","PU_2","6","3",1
"IA_4","PU_2","3","2",1
"IA_1","PU_3","6","6",67
"IA_1","PU_3","4","5",11
"IA_1","PU_3","7","7",51
"IA_1","PU_3","6","7",33
"IA_1","PU_3","5","5",44
"IA_1","PU_3","6","5",19
"IA_1","PU_3","5","6",28
"IA_1","PU_3","6","4",6
"IA_1","PU_3","4","6",12
"IA_1","PU_3","4","4",11
"IA_1","PU_3","7","6",31
"IA_1","PU_3","3","5",7
"IA_1","PU_3","1","6",1
"IA_1","PU_3","5","4",5
"IA_1","PU_3","1","7",2
"IA_1","PU_3","5","3",3
"IA_1","PU_3","5","7",7
"IA_1","PU_3","3","6",4
"IA_1","PU_3","2","7",2
"IA_1","PU_3","1","2",2
"IA_1","PU_3","2","5",2
"IA_1","PU_3","7","5",3
"IA_1","PU_3","3","4",1
"IA_1","PU_3","2","4",1
"IA_1","PU_3","2","2",2
"IA_1","PU_3","2","3",1
"IA_1","PU_3","2","6",1
"IA_1","PU_3","5","2",1
"IA_1","PU_3","4","7",1
"IA_1","PU_3","7","3",1
"IA_2","PU_3","7","6",27
"IA_2","PU_3","2","5",6
"IA_2","PU_3","6","7",35
"IA_2","PU_3","7","7",43
"IA_2","PU_3","2","6",3
"IA_2","PU_3","5","5",36
"IA_2","PU_3","7","5",6
"IA_2","PU_3","6","6",68
"IA_2","PU_3","5","4",6
"IA_2","PU_3","4","4",9
"IA_2","PU_3","5","6",24
"IA_2","PU_3","3","5",11
"IA_2","PU_3","4","5",9
"IA_2","PU_3","4","6",14
"IA_2","PU_3","2","4",2
"IA_2","PU_3","6","4",5
"IA_2","PU_3","5","7",10
"IA_2","PU_3","6","5",18
"IA_2","PU_3","1","7",2
"IA_2","PU_3","7","4",1
"IA_2","PU_3","5","3",1
"IA_2","PU_3","2","7",2
"IA_2","PU_3","2","2",3
"IA_2","PU_3","1","2",1
"IA_2","PU_3","4","7",3
"IA_2","PU_3","3","6",6
"IA_2","PU_3","4","3",2
"IA_2","PU_3","2","3",1
"IA_2","PU_3","1","6",2
"IA_2","PU_3","5","2",1
"IA_2","PU_3","7","3",1
"IA_2","PU_3","3","7",1
"IA_2","PU_3","3","4",1
"IA_3","PU_3","7","6",31
"IA_3","PU_3","4","5",12
"IA_3","PU_3","7","7",43
"IA_3","PU_3","6","6",68
"IA_3","PU_3","5","5",38
"IA_3","PU_3","6","5",18
"IA_3","PU_3","5","6",24
"IA_3","PU_3","6","7",36
"IA_3","PU_3","5","4",11
"IA_3","PU_3","3","5",9
"IA_3","PU_3","4","6",14
"IA_3","PU_3","3","4",2
"IA_3","PU_3","6","4",4
"IA_3","PU_3","5","7",9
"IA_3","PU_3","1","7",2
"IA_3","PU_3","5","3",2
"IA_3","PU_3","7","5",7
"IA_3","PU_3","2","5",2
"IA_3","PU_3","2","7",2
"IA_3","PU_3","1","2",2
"IA_3","PU_3","2","6",2
"IA_3","PU_3","4","7",3
"IA_3","PU_3","3","6",5
"IA_3","PU_3","4","3",1
"IA_3","PU_3","2","4",1
"IA_3","PU_3","2","2",1
"IA_3","PU_3","4","4",6
"IA_3","PU_3","2","3",1
"IA_3","PU_3","5","2",1
"IA_3","PU_3","6","3",1
"IA_3","PU_3","3","7",1
"IA_3","PU_3","3","2",1
"IA_4","PU_3","7","6",25
"IA_4","PU_3","3","5",12
"IA_4","PU_3","7","7",42
"IA_4","PU_3","6","7",38
"IA_4","PU_3","6","6",70
"IA_4","PU_3","5","5",35
"IA_4","PU_3","6","5",19
"IA_4","PU_3","5","4",10
"IA_4","PU_3","5","6",28
"IA_4","PU_3","4","4",9
"IA_4","PU_3","4","5",12
"IA_4","PU_3","2","4",2
"IA_4","PU_3","6","4",2
"IA_4","PU_3","5","7",11
"IA_4","PU_3","1","7",2
"IA_4","PU_3","5","3",1
"IA_4","PU_3","2","7",2
"IA_4","PU_3","1","2",2
"IA_4","PU_3","2","5",3
"IA_4","PU_3","4","6",12
"IA_4","PU_3","7","5",5
"IA_4","PU_3","4","3",2
"IA_4","PU_3","3","4",1
"IA_4","PU_3","2","2",1
"IA_4","PU_3","2","3",1
"IA_4","PU_3","3","6",5
"IA_4","PU_3","2","6",3
"IA_4","PU_3","4","7",1
"IA_4","PU_3","1","6",1
"IA_4","PU_3","5","2",1
"IA_4","PU_3","7","3",1
"IA_4","PU_3","3","2",1
"IA_1","PU_4","6","5",17
"IA_1","PU_4","4","6",15
"IA_1","PU_4","7","7",55
"IA_1","PU_4","6","6",61
"IA_1","PU_4","5","6",34
"IA_1","PU_4","6","7",44
"IA_1","PU_4","4","5",13
"IA_1","PU_4","4","4",4
"IA_1","PU_4","3","6",7
"IA_1","PU_4","5","5",34
"IA_1","PU_4","1","5",1
"IA_1","PU_4","5","4",7
"IA_1","PU_4","7","5",5
"IA_1","PU_4","1","7",1
"IA_1","PU_4","5","7",12
"IA_1","PU_4","7","6",25
"IA_1","PU_4","1","6",1
"IA_1","PU_4","2","6",2
"IA_1","PU_4","1","2",2
"IA_1","PU_4","2","5",2
"IA_1","PU_4","4","7",3
"IA_1","PU_4","3","5",3
"IA_1","PU_4","3","4",2
"IA_1","PU_4","6","4",3
"IA_1","PU_4","2","2",2
"IA_1","PU_4","5","3",1
"IA_1","PU_4","2","4",1
"IA_1","PU_4","2","3",1
"IA_1","PU_4","7","3",1
"IA_1","PU_4","2","7",1
"IA_2","PU_4","7","5",7
"IA_2","PU_4","2","6",5
"IA_2","PU_4","6","7",49
"IA_2","PU_4","7","6",24
"IA_2","PU_4","5","6",31
"IA_2","PU_4","6","6",61
"IA_2","PU_4","5","5",32
"IA_2","PU_4","7","7",46
"IA_2","PU_4","4","4",6
"IA_2","PU_4","3","6",10
"IA_2","PU_4","4","6",12
"IA_2","PU_4","4","5",13
"IA_2","PU_4","2","5",4
"IA_2","PU_4","5","7",10
"IA_2","PU_4","5","4",5
"IA_2","PU_4","6","5",13
"IA_2","PU_4","1","7",2
"IA_2","PU_4","1","6",2
"IA_2","PU_4","2","4",2
"IA_2","PU_4","2","2",3
"IA_2","PU_4","3","5",6
"IA_2","PU_4","2","7",2
"IA_2","PU_4","1","2",1
"IA_2","PU_4","4","7",5
"IA_2","PU_4","6","4",3
"IA_2","PU_4","4","3",1
"IA_2","PU_4","2","3",1
"IA_2","PU_4","7","3",1
"IA_2","PU_4","3","4",1
"IA_2","PU_4","3","7",2
"IA_3","PU_4","7","5",4
"IA_3","PU_4","4","6",16
"IA_3","PU_4","7","7",47
"IA_3","PU_4","7","6",30
"IA_3","PU_4","6","6",57
"IA_3","PU_4","5","6",31
"IA_3","PU_4","6","5",15
"IA_3","PU_4","6","7",51
"IA_3","PU_4","5","5",37
"IA_3","PU_4","5","4",6
"IA_3","PU_4","3","6",8
"IA_3","PU_4","4","5",11
"IA_3","PU_4","3","5",7
"IA_3","PU_4","5","7",10
"IA_3","PU_4","1","7",1
"IA_3","PU_4","1","6",1
"IA_3","PU_4","2","4",2
"IA_3","PU_4","4","4",5
"IA_3","PU_4","2","6",2
"IA_3","PU_4","1","2",2
"IA_3","PU_4","2","7",2
"IA_3","PU_4","4","7",4
"IA_3","PU_4","3","4",1
"IA_3","PU_4","6","4",3
"IA_3","PU_4","2","2",1
"IA_3","PU_4","5","3",1
"IA_3","PU_4","2","3",1
"IA_3","PU_4","2","5",1
"IA_3","PU_4","6","3",1
"IA_3","PU_4","3","7",1
"IA_3","PU_4","3","2",1
"IA_4","PU_4","7","5",2
"IA_4","PU_4","3","6",11
"IA_4","PU_4","7","7",46
"IA_4","PU_4","6","6",63
"IA_4","PU_4","5","6",27
"IA_4","PU_4","6","5",12
"IA_4","PU_4","6","7",52
"IA_4","PU_4","5","5",41
"IA_4","PU_4","4","4",5
"IA_4","PU_4","4","6",17
"IA_4","PU_4","2","5",4
"IA_4","PU_4","5","4",5
"IA_4","PU_4","1","7",2
"IA_4","PU_4","5","7",13
"IA_4","PU_4","7","6",23
"IA_4","PU_4","1","6",1
"IA_4","PU_4","4","5",11
"IA_4","PU_4","2","6",3
"IA_4","PU_4","1","2",2
"IA_4","PU_4","3","5",5
"IA_4","PU_4","4","7",2
"IA_4","PU_4","3","4",2
"IA_4","PU_4","7","4",1
"IA_4","PU_4","2","2",1
"IA_4","PU_4","4","3",1
"IA_4","PU_4","2","4",2
"IA_4","PU_4","2","3",1
"IA_4","PU_4","6","4",2
"IA_4","PU_4","7","3",1
"IA_4","PU_4","2","7",1
"IA_4","PU_4","3","2",1
"PU_1","PEU_1R","6","6",42
"PU_1","PEU_1R","5","3",17
"PU_1","PEU_1R","7","7",25
"PU_1","PEU_1R","7","1",18
"PU_1","PEU_1R","7","6",21
"PU_1","PEU_1R","5","6",17
"PU_1","PEU_1R","5","2",12
"PU_1","PEU_1R","7","5",10
"PU_1","PEU_1R","5","4",14
"PU_1","PEU_1R","5","5",21
"PU_1","PEU_1R","6","7",19
"PU_1","PEU_1R","6","5",21
"PU_1","PEU_1R","7","4",10
"PU_1","PEU_1R","5","7",3
"PU_1","PEU_1R","4","6",7
"PU_1","PEU_1R","6","4",7
"PU_1","PEU_1R","6","1",13
"PU_1","PEU_1R","4","4",8
"PU_1","PEU_1R","7","3",4
"PU_1","PEU_1R","4","3",5
"PU_1","PEU_1R","7","2",13
"PU_1","PEU_1R","4","7",3
"PU_1","PEU_1R","6","2",17
"PU_1","PEU_1R","6","3",10
"PU_1","PEU_1R","2","1",1
"PU_1","PEU_1R","3","6",2
"PU_1","PEU_1R","2","6",2
"PU_1","PEU_1R","4","1",2
"PU_1","PEU_1R","4","5",5
"PU_1","PEU_1R","4","2",2
"PU_1","PEU_1R","3","4",3
"PU_1","PEU_1R","2","7",1
"PU_1","PEU_1R","2","3",2
"PU_1","PEU_1R","3","3",1
"PU_1","PEU_1R","5","1",1
"PU_1","PEU_1R","3","1",1
"PU_2","PEU_1R","6","6",41
"PU_2","PEU_1R","4","3",6
"PU_2","PEU_1R","7","7",28
"PU_2","PEU_1R","5","1",2
"PU_2","PEU_1R","4","6",10
"PU_2","PEU_1R","5","6",18
"PU_2","PEU_1R","6","2",25
"PU_2","PEU_1R","5","2",8
"PU_2","PEU_1R","7","1",13
"PU_2","PEU_1R","7","5",9
"PU_2","PEU_1R","6","4",10
"PU_2","PEU_1R","4","5",4
"PU_2","PEU_1R","5","5",19
"PU_2","PEU_1R","7","4",6
"PU_2","PEU_1R","5","7",5
"PU_2","PEU_1R","5","4",14
"PU_2","PEU_1R","3","5",3
"PU_2","PEU_1R","6","1",17
"PU_2","PEU_1R","4","4",9
"PU_2","PEU_1R","6","7",13
"PU_2","PEU_1R","6","3",15
"PU_2","PEU_1R","7","3",4
"PU_2","PEU_1R","7","6",19
"PU_2","PEU_1R","7","2",8
"PU_2","PEU_1R","4","2",3
"PU_2","PEU_1R","6","5",22
"PU_2","PEU_1R","5","3",10
"PU_2","PEU_1R","2","1",1
"PU_2","PEU_1R","4","1",2
"PU_2","PEU_1R","1","6",1
"PU_2","PEU_1R","3","4",2
"PU_2","PEU_1R","2","4",1
"PU_2","PEU_1R","2","7",1
"PU_2","PEU_1R","2","3",1
"PU_2","PEU_1R","3","3",3
"PU_2","PEU_1R","4","7",4
"PU_2","PEU_1R","3","6",1
"PU_2","PEU_1R","3","1",1
"PU_2","PEU_1R","2","6",1
"PU_3","PEU_1R","6","6",39
"PU_3","PEU_1R","5","3",16
"PU_3","PEU_1R","7","7",27
"PU_3","PEU_1R","7","1",14
"PU_3","PEU_1R","5","6",21
"PU_3","PEU_1R","6","2",17
"PU_3","PEU_1R","4","2",2
"PU_3","PEU_1R","7","5",10
"PU_3","PEU_1R","6","4",15
"PU_3","PEU_1R","4","5",3
"PU_3","PEU_1R","6","5",25
"PU_3","PEU_1R","5","7",5
"PU_3","PEU_1R","4","6",4
"PU_3","PEU_1R","4","4",7
"PU_3","PEU_1R","5","5",19
"PU_3","PEU_1R","5","4",10
"PU_3","PEU_1R","7","2",13
"PU_3","PEU_1R","7","3",1
"PU_3","PEU_1R","6","7",15
"PU_3","PEU_1R","4","3",4
"PU_3","PEU_1R","6","1",18
"PU_3","PEU_1R","7","6",24
"PU_3","PEU_1R","7","4",7
"PU_3","PEU_1R","3","3",2
"PU_3","PEU_1R","5","2",12
"PU_3","PEU_1R","6","3",15
"PU_3","PEU_1R","2","1",1
"PU_3","PEU_1R","2","6",2
"PU_3","PEU_1R","5","1",3
"PU_3","PEU_1R","3","4",2
"PU_3","PEU_1R","4","7",4
"PU_3","PEU_1R","3","6",1
"PU_3","PEU_1R","2","3",1
"PU_3","PEU_1R","2","4",1
"PU_4","PEU_1R","5","6",18
"PU_4","PEU_1R","6","3",13
"PU_4","PEU_1R","7","7",36
"PU_4","PEU_1R","6","1",13
"PU_4","PEU_1R","6","6",43
"PU_4","PEU_1R","6","2",27
"PU_4","PEU_1R","5","2",8
"PU_4","PEU_1R","7","1",18
"PU_4","PEU_1R","7","5",13
"PU_4","PEU_1R","5","4",14
"PU_4","PEU_1R","4","5",3
"PU_4","PEU_1R","6","5",28
"PU_4","PEU_1R","7","4",9
"PU_4","PEU_1R","6","7",11
"PU_4","PEU_1R","5","5",13
"PU_4","PEU_1R","4","4",8
"PU_4","PEU_1R","5","3",16
"PU_4","PEU_1R","7","2",9
"PU_4","PEU_1R","7","6",27
"PU_4","PEU_1R","6","4",10
"PU_4","PEU_1R","4","3",5
"PU_4","PEU_1R","2","1",1
"PU_4","PEU_1R","7","3",4
"PU_4","PEU_1R","5","1",3
"PU_4","PEU_1R","2","6",2
"PU_4","PEU_1R","2","7",1
"PU_4","PEU_1R","3","6",1
"PU_4","PEU_1R","5","7",3
"PU_4","PEU_1R","3","3",1
"PU_4","PEU_1R","3","4",1
"PU_4","PEU_1R","4","1",1
"PU_1","PEU_2R","6","1",9
"PU_1","PEU_2R","5","4",18
"PU_1","PEU_2R","7","6",12
"PU_1","PEU_2R","7","2",26
"PU_1","PEU_2R","5","5",17
"PU_1","PEU_2R","5","6",10
"PU_1","PEU_2R","5","3",26
"PU_1","PEU_2R","7","7",14
"PU_1","PEU_2R","5","2",6
"PU_1","PEU_2R","7","1",13
"PU_1","PEU_2R","7","5",13
"PU_1","PEU_2R","5","1",5
"PU_1","PEU_2R","6","7",8
"PU_1","PEU_2R","6","3",15
"PU_1","PEU_2R","7","4",9
"PU_1","PEU_2R","5","7",3
"PU_1","PEU_2R","4","5",5
"PU_1","PEU_2R","6","4",23
"PU_1","PEU_2R","4","2",1
"PU_1","PEU_2R","7","3",14
"PU_1","PEU_2R","6","6",28
"PU_1","PEU_2R","4","3",10
"PU_1","PEU_2R","4","6",9
"PU_1","PEU_2R","6","2",24
"PU_1","PEU_2R","6","5",22
"PU_1","PEU_2R","2","1",2
"PU_1","PEU_2R","3","6",3
"PU_1","PEU_2R","2","5",1
"PU_1","PEU_2R","4","7",1
"PU_1","PEU_2R","4","4",5
"PU_1","PEU_2R","3","2",2
"PU_1","PEU_2R","2","7",1
"PU_1","PEU_2R","2","3",1
"PU_1","PEU_2R","3","3",2
"PU_1","PEU_2R","4","1",1
"PU_1","PEU_2R","2","6",1
"PU_2","PEU_2R","6","1",15
"PU_2","PEU_2R","4","4",10
"PU_2","PEU_2R","7","6",12
"PU_2","PEU_2R","5","2",8
"PU_2","PEU_2R","6","6",29
"PU_2","PEU_2R","4","5",7
"PU_2","PEU_2R","5","6",13
"PU_2","PEU_2R","6","3",24
"PU_2","PEU_2R","7","7",15
"PU_2","PEU_2R","7","1",8
"PU_2","PEU_2R","7","5",17
"PU_2","PEU_2R","5","3",16
"PU_2","PEU_2R","7","4",6
"PU_2","PEU_2R","5","7",1
"PU_2","PEU_2R","5","5",14
"PU_2","PEU_2R","5","4",19
"PU_2","PEU_2R","3","3",4
"PU_2","PEU_2R","7","3",11
"PU_2","PEU_2R","6","4",19
"PU_2","PEU_2R","4","3",12
"PU_2","PEU_2R","6","2",30
"PU_2","PEU_2R","7","2",18
"PU_2","PEU_2R","5","1",5
"PU_2","PEU_2R","4","6",6
"PU_2","PEU_2R","6","5",18
"PU_2","PEU_2R","2","1",1
"PU_2","PEU_2R","1","5",1
"PU_2","PEU_2R","6","7",8
"PU_2","PEU_2R","4","7",2
"PU_2","PEU_2R","3","4",1
"PU_2","PEU_2R","2","2",1
"PU_2","PEU_2R","2","7",1
"PU_2","PEU_2R","2","3",1
"PU_2","PEU_2R","3","2",1
"PU_2","PEU_2R","4","2",1
"PU_2","PEU_2R","3","6",2
"PU_2","PEU_2R","3","1",1
"PU_2","PEU_2R","3","5",1
"PU_2","PEU_2R","2","6",1
"PU_3","PEU_2R","6","1",15
"PU_3","PEU_2R","5","4",17
"PU_3","PEU_2R","7","6",16
"PU_3","PEU_2R","7","2",16
"PU_3","PEU_2R","6","6",29
"PU_3","PEU_2R","5","5",19
"PU_3","PEU_2R","5","6",13
"PU_3","PEU_2R","6","3",18
"PU_3","PEU_2R","7","7",17
"PU_3","PEU_2R","4","2",3
"PU_3","PEU_2R","7","1",13
"PU_3","PEU_2R","7","5",10
"PU_3","PEU_2R","4","4",5
"PU_3","PEU_2R","6","4",22
"PU_3","PEU_2R","5","7",2
"PU_3","PEU_2R","6","2",29
"PU_3","PEU_2R","4","3",8
"PU_3","PEU_2R","7","3",14
"PU_3","PEU_2R","5","3",25
"PU_3","PEU_2R","7","4",10
"PU_3","PEU_2R","3","3",2
"PU_3","PEU_2R","5","2",9
"PU_3","PEU_2R","5","1",1
"PU_3","PEU_2R","6","5",25
"PU_3","PEU_2R","2","1",1
"PU_3","PEU_2R","2","5",1
"PU_3","PEU_2R","6","7",6
"PU_3","PEU_2R","4","7",2
"PU_3","PEU_2R","3","2",2
"PU_3","PEU_2R","4","5",3
"PU_3","PEU_2R","4","6",3
"PU_3","PEU_2R","3","6",1
"PU_3","PEU_2R","2","3",1
"PU_3","PEU_2R","2","4",1
"PU_3","PEU_2R","2","6",1
"PU_4","PEU_2R","5","1",3
"PU_4","PEU_2R","6","4",23
"PU_4","PEU_2R","7","6",18
"PU_4","PEU_2R","6","2",29
"PU_4","PEU_2R","6","6",30
"PU_4","PEU_2R","6","5",25
"PU_4","PEU_2R","5","6",12
"PU_4","PEU_2R","6","3",20
"PU_4","PEU_2R","7","7",18
"PU_4","PEU_2R","5","2",10
"PU_4","PEU_2R","7","1",13
"PU_4","PEU_2R","7","5",17
"PU_4","PEU_2R","4","4",4
"PU_4","PEU_2R","7","4",14
"PU_4","PEU_2R","6","7",7
"PU_4","PEU_2R","5","4",14
"PU_4","PEU_2R","5","3",22
"PU_4","PEU_2R","7","3",18
"PU_4","PEU_2R","4","3",7
"PU_4","PEU_2R","7","2",18
"PU_4","PEU_2R","6","1",11
"PU_4","PEU_2R","2","1",1
"PU_4","PEU_2R","2","5",1
"PU_4","PEU_2R","5","7",1
"PU_4","PEU_2R","5","5",13
"PU_4","PEU_2R","4","2",1
"PU_4","PEU_2R","4","5",2
